股票名稱,持股(千股),比例,增減,ETF_Id
台積電,"222,988.00",56.63,+1.16%,0050
鴻海,"108,920.00",5.68,+0.44%,0050
聯發科,"13,708.00",4.36,+0.17%,0050
台達電,"19,978.00",1.99,+0.02%,0050
廣達,"25,123.00",1.88,+0.18%,0050
富邦金,"75,040.00",1.68,-0.08%,0050
國泰金,"84,765.00",1.44,-0.03%,0050
中信金,"151,385.00",1.34,-0.01%,0050
聯電,"108,659.00",1.29,-0.23%,0050
日月光投控,"31,516.00",1.22,-0.01%,0050
中華電,"35,238.00",1.06,-0.08%,0050
兆豐金,"108,360.00",1.05,-0.06%,0050
統一,"44,310.00",0.98,-0.02%,0050
華碩,"6,771.00",0.96,-0.01%,0050
玉山金,"140,619.00",0.95,-0.07%,0050
元大金,"114,986.00",0.92,-0.02%,0050
緯創,"25,211.00",0.69,+0.03%,0050
第一金,"101,581.00",0.68,-0.05%,0050
智邦,"4,923.00",0.67,-0.01%,0050
聯詠,"5,241.00",0.65,-0.06%,0050
合庫金,"101,394.00",0.63,-0.05%,0050
永豐金,"109,329.00",0.62,-0.07%,0050
凱基金,"145,281.00",0.60,-0.02%,0050
華南金,"94,023.00",0.59,-0.04%,0050
國巨,"4,288.00",0.59,-0.10%,0050
中鋼,"104,548.00",0.58,-0.05%,0050
大立光,941.00,0.53,-0.09%,0050
瑞昱,"4,408.00",0.52,-0.02%,0050
和碩,"20,484.00",0.50,-0.06%,0050
南亞,"47,658.00",0.49,-0.08%,0050
和泰車,"3,000.00",0.48,-0.07%,0050
台泥,"60,931.00",0.48,-0.06%,0050
台新金,"113,846.00",0.48,-0.06%,0050
欣興,"12,054.00",0.48,+0.03%,0050
長榮,"9,276.00",0.47,-0.02%,0050
光寶科,"18,201.00",0.46,-0.02%,0050
中租-KY,"11,779.00",0.44,-0.02%,0050
奇鋐,"2,606.00",0.41,+0.01%,0050
台塑,"34,298.00",0.40,-0.08%,0050
統一超,"5,224.00",0.38,-0.02%,0050
台灣大,"13,579.00",0.38,-0.03%,0050
緯穎,809.00,0.38,+0.02%,0050
藥華藥,"2,378.00",0.37,-0.02%,0050
遠傳,"16,405.00",0.36,-0.02%,0050
世芯-KY,696.00,0.35,-0.01%,0050
上海商銀,"34,431.00",0.34,-0.01%,0050
研華,"4,182.00",0.33,-0.02%,0050
台化,"31,440.00",0.30,-0.06%,0050
亞德客-KY,"1,270.00",0.28,-0.02%,0050
台塑化,"12,648.00",0.15,-0.02%,0050
新光金,"3,937.00",2.49,-0.11%,0051
矽力*-KY,80.00,2.25,+0.20%,0051
致茂,95.00,2.21,+0.25%,0051
健策,25.00,2.04,+0.28%,0051
仁寶,981.00,1.96,+0.16%,0051
可成,146.00,1.92,+0.03%,0051
京元電子,269.00,1.88,+0.22%,0051
旭隼,16.00,1.84,+0.12%,0051
技嘉,119.00,1.73,+0.05%,0051
台光電,73.00,1.71,-0.08%,0051
彰銀,"1,703.00",1.68,+0.02%,0051
微星,167.00,1.66,+0.06%,0051
嘉澤,18.00,1.66,+0.31%,0051
萬海,339.00,1.62,-0.20%,0051
英業達,624.00,1.58,+0.11%,0051
友達,"1,697.00",1.57,-0.02%,0051
群創,"1,806.00",1.57,-0.02%,0051
陽明,422.00,1.56,-0.04%,0051
宏,692.00,1.56,+0.01%,0051
亞泥,596.00,1.55,-0.01%,0051
大聯大,360.00,1.49,+0.02%,0051
創意,22.00,1.48,+0.18%,0051
遠東新,711.00,1.47,-0.02%,0051
儒鴻,48.00,1.44,+0.01%,0051
長榮航,653.00,1.36,+0.02%,0051
群光,142.00,1.29,+0.01%,0051
聯強,326.00,1.29,-0.01%,0051
大同,515.00,1.27,-0.11%,0051
臺企銀,"1,470.00",1.27,-0.01%,0051
健鼎,116.00,1.25,-0.04%,0051
鴻準,269.00,1.21,+0.24%,0051
瑞儀,102.00,1.20,+0.06%,0051
寶成,546.00,1.15,+0.06%,0051
正新,441.00,1.14,-0.12%,0051
華新,655.00,1.08,-0.18%,0051
川湖,15.00,1.07,+0.15%,0051
力成,148.00,1.04,-0.13%,0051
貿聯-KY,39.00,1.02,+0.04%,0051
聚陽,51.00,0.99,+0.01%,0051
聯華,297.00,0.99,-0.01%,0051
潤泰新,374.00,0.97,-0.03%,0051
華城,31.00,0.96,-0.12%,0051
中興電,107.00,0.95,-0.06%,0051
臻鼎-KY,152.00,0.95,0.00%,0051
豐泰,119.00,0.94,-0.08%,0051
東元,334.00,0.92,+0.02%,0051
上銀,70.00,0.92,+0.10%,0051
華通,267.00,0.92,-0.07%,0051
台中銀,920.00,0.91,-0.01%,0051
祥碩,10.00,0.91,+0.02%,0051
億豐,34.00,0.90,-0.04%,0051
華航,699.00,0.88,+0.06%,0051
文曄,139.00,0.85,+0.04%,0051
興富發,365.00,0.83,-0.07%,0051
台灣高鐵,505.00,0.82,0.00%,0051
華邦電,746.00,0.80,-0.07%,0051
金像電,74.00,0.78,-0.02%,0051
士電,68.00,0.78,-0.05%,0051
巨大,76.00,0.77,-0.16%,0051
力積電,758.00,0.76,-0.14%,0051
信邦,51.00,0.76,-0.08%,0051
大成鋼,404.00,0.73,-0.04%,0051
智原,54.00,0.71,-0.08%,0051
東陽,112.00,0.67,0.00%,0051
佳世達,329.00,0.66,-0.01%,0051
南亞科,280.00,0.66,-0.07%,0051
東和鋼鐵,146.00,0.60,-0.03%,0051
神基,95.00,0.59,+0.01%,0051
京城銀,214.00,0.59,-0.10%,0051
三陽工業,149.00,0.58,-0.02%,0051
旺宏,431.00,0.58,-0.06%,0051
啟,85.00,0.58,+0.01%,0051
材料-KY,12.00,0.58,-0.01%,0051
美利達,59.00,0.58,-0.16%,0051
台肥,179.00,0.57,0.00%,0051
潤泰全,134.00,0.57,0.00%,0051
保瑞,13.00,0.54,-0.01%,0051
愛普*,32.00,0.54,0.00%,0051
永豐餘,311.00,0.53,-0.04%,0051
玉晶光,20.00,0.51,-0.03%,0051
來億-KY,23.00,0.51,+0.07%,0051
世紀鋼,43.00,0.50,-0.03%,0051
裕融,63.00,0.49,-0.03%,0051
中保科,60.00,0.46,0.00%,0051
美時,32.00,0.45,-0.02%,0051
裕隆,141.00,0.45,-0.01%,0051
華新科,78.00,0.44,-0.02%,0051
遠東銀,571.00,0.42,-0.01%,0051
富邦媒,19.00,0.40,-0.01%,0051
南電,51.00,0.38,-0.02%,0051
采鈺,24.00,0.38,-0.01%,0051
達發,10.00,0.35,0.00%,0051
台玻,323.00,0.35,+0.02%,0051
威盛,49.00,0.32,-0.03%,0051
遠雄,69.00,0.26,-0.01%,0051
和潤企業,47.00,0.24,-0.02%,0051
中華,63.00,0.24,-0.01%,0051
櫻花建,75.00,0.21,0.00%,0051
愛山林,39.00,0.19,-0.05%,0051
台勝科,15.00,0.10,-0.01%,0051
台積電,"9,535.00",65.62,+0.69%,0052
鴻海,"4,734.00",6.69,+0.38%,0052
聯發科,588.00,5.07,+0.16%,0052
廣達,"1,055.00",2.14,+0.16%,0052
聯電,"4,662.00",1.50,-0.28%,0052
日月光投控,"1,335.00",1.40,-0.04%,0052
華碩,278.00,1.07,-0.03%,0052
緯創,"1,079.00",0.80,+0.02%,0052
聯詠,226.00,0.76,-0.08%,0052
國巨,185.00,0.69,-0.13%,0052
大立光,40.00,0.61,-0.11%,0052
瑞昱,188.00,0.60,-0.03%,0052
欣興,519.00,0.56,+0.03%,0052
和碩,816.00,0.54,-0.05%,0052
光寶科,788.00,0.54,-0.02%,0052
奇鋐,113.00,0.48,+0.01%,0052
矽力*-KY,130.00,0.44,0.00%,0052
緯穎,35.00,0.44,+0.02%,0052
世芯-KY,30.00,0.41,-0.02%,0052
健策,41.00,0.40,+0.03%,0052
研華,182.00,0.39,-0.02%,0052
仁寶,"1,628.00",0.39,+0.01%,0052
可成,241.00,0.38,-0.02%,0052
京元電子,441.00,0.37,+0.02%,0052
技嘉,195.00,0.34,-0.02%,0052
台光電,121.00,0.34,-0.04%,0052
嘉澤,29.00,0.33,+0.05%,0052
微星,269.00,0.32,-0.02%,0052
友達,"2,795.00",0.31,-0.03%,0052
英業達,"1,022.00",0.31,0.00%,0052
宏,"1,147.00",0.31,-0.02%,0052
群創,"2,974.00",0.31,-0.03%,0052
大聯大,585.00,0.29,-0.02%,0052
創意,34.00,0.28,+0.01%,0052
健鼎,194.00,0.25,-0.02%,0052
瑞儀,177.00,0.25,+0.01%,0052
聯強,528.00,0.25,-0.03%,0052
群光,229.00,0.25,-0.02%,0052
鴻準,446.00,0.24,+0.03%,0052
力成,272.00,0.23,-0.03%,0052
貿聯-KY,63.00,0.20,-0.01%,0052
臻鼎-KY,253.00,0.19,-0.01%,0052
祥碩,17.00,0.18,-0.01%,0052
華通,435.00,0.18,-0.03%,0052
文曄,232.00,0.17,0.00%,0052
華邦電,"1,244.00",0.16,-0.03%,0052
金像電,119.00,0.15,-0.02%,0052
力積電,"1,247.00",0.15,-0.04%,0052
智原,89.00,0.14,-0.03%,0052
佳世達,540.00,0.13,-0.01%,0052
南亞科,460.00,0.13,-0.02%,0052
神基,161.00,0.12,0.00%,0052
旺宏,682.00,0.11,-0.03%,0052
玉晶光,33.00,0.10,-0.02%,0052
愛普*,50.00,0.10,-0.01%,0052
華新科,133.00,0.09,-0.01%,0052
采鈺,43.00,0.08,0.00%,0052
南電,79.00,0.07,-0.01%,0052
達發,17.00,0.07,0.00%,0052
威盛,77.00,0.06,-0.01%,0052
台勝科,25.00,0.02,0.00%,0052
台積電,284.00,52.02,+1.01%,0053
鴻海,140.00,5.27,+0.34%,0053
聯發科,20.00,4.56,+0.17%,0053
台達電,38.00,2.73,+0.01%,0053
廣達,42.00,2.26,+0.19%,0053
中華電,84.00,1.83,-0.15%,0053
日月光投控,48.00,1.35,-0.02%,0053
聯電,146.00,1.25,-0.23%,0053
華碩,8.00,0.81,-0.01%,0053
台灣大,38.00,0.76,-0.06%,0053
緯穎,2.00,0.72,+0.03%,0053
國巨,7.00,0.67,-0.12%,0053
智邦,7.00,0.66,-0.01%,0053
緯創,32.00,0.63,+0.03%,0053
聯詠,6.00,0.58,-0.05%,0053
大立光,1.00,0.55,-0.09%,0053
光寶科,28.00,0.51,-0.01%,0053
研華,9.00,0.50,-0.03%,0053
遠傳,32.00,0.50,-0.04%,0053
和碩,28.00,0.49,-0.05%,0053
奇鋐,4.00,0.47,+0.01%,0053
欣興,16.00,0.46,+0.03%,0053
創意,2.00,0.44,+0.02%,0053
瑞昱,5.00,0.43,-0.02%,0053
嘉澤,1.00,0.42,+0.05%,0053
技嘉,8.00,0.36,-0.02%,0053
致茂,5.00,0.35,+0.02%,0053
可成,8.00,0.33,-0.02%,0053
矽力*-KY,4.00,0.33,+0.01%,0053
仁寶,49.00,0.31,0.00%,0053
川湖,1.00,0.30,+0.02%,0053
英業達,37.00,0.30,0.00%,0053
微星,9.00,0.29,-0.01%,0053
健策,1.00,0.29,+0.02%,0053
台光電,4.00,0.27,-0.03%,0053
京元電子,11.00,0.25,+0.01%,0053
聯強,20.00,0.25,-0.02%,0053
大聯大,19.00,0.25,-0.01%,0053
宏,33.00,0.24,-0.02%,0053
南亞科,32.00,0.24,-0.05%,0053
友達,81.00,0.24,-0.02%,0053
群光,8.00,0.22,-0.02%,0053
鴻準,15.00,0.22,+0.03%,0053
群創,79.00,0.22,-0.02%,0053
臻鼎-KY,11.00,0.21,-0.01%,0053
健鼎,6.00,0.20,-0.01%,0053
金像電,6.00,0.20,-0.02%,0053
聯鈞,5.00,0.19,+0.01%,0053
旭隼,0.00,0.18,0.00%,0053
力成,8.00,0.17,-0.03%,0053
瑞儀,5.00,0.17,0.00%,0053
貿聯-KY,2.00,0.17,-0.01%,0053
碩天,3.00,0.17,-0.02%,0053
祥碩,1.00,0.16,-0.01%,0053
華邦電,47.00,0.16,-0.03%,0053
南電,7.00,0.16,-0.02%,0053
佳世達,23.00,0.15,-0.01%,0053
信邦,3.00,0.15,-0.03%,0053
神基,8.00,0.15,-0.01%,0053
華通,13.00,0.14,-0.03%,0053
啟,6.00,0.14,0.00%,0053
崇越,2.00,0.13,+0.01%,0053
文曄,7.00,0.13,0.00%,0053
玉晶光,2.00,0.12,-0.02%,0053
威盛,6.00,0.12,-0.03%,0053
漢唐,2.00,0.12,0.00%,0053
億光,7.00,0.11,+0.01%,0053
神達,14.00,0.11,-0.01%,0053
群電,5.00,0.11,-0.02%,0053
精誠,4.00,0.10,0.00%,0053
新日興,3.00,0.10,-0.02%,0053
景碩,5.00,0.10,-0.01%,0053
智原,2.00,0.10,-0.02%,0053
華新科,6.00,0.10,-0.01%,0053
盟立,7.00,0.09,0.00%,0053
達興材料,2.00,0.09,-0.01%,0053
台勝科,4.00,0.09,-0.02%,0053
毅嘉,13.00,0.09,-0.01%,0053
建準,5.00,0.09,0.00%,0053
矽格,7.00,0.09,-0.01%,0053
愛普*,2.00,0.09,-0.01%,0053
長華*,9.00,0.09,-0.02%,0053
AES-KY,1.00,0.09,0.00%,0053
力積電,25.00,0.08,-0.02%,0053
精成科,8.00,0.08,-0.01%,0053
創見,5.00,0.08,-0.01%,0053
義隆,3.00,0.08,0.00%,0053
信錦,4.00,0.08,0.00%,0053
華泰,12.00,0.08,-0.01%,0053
旺宏,19.00,0.08,-0.02%,0053
晶技,4.00,0.08,0.00%,0053
京鼎,1.00,0.07,-0.01%,0053
亞光,4.00,0.07,-0.02%,0053
威強電,5.00,0.07,0.00%,0053
聯陽,3.00,0.07,-0.01%,0053
牧德,1.00,0.07,0.00%,0053
新唐,4.00,0.07,+0.01%,0053
凌華,6.00,0.07,0.00%,0053
研揚,3.00,0.07,-0.02%,0053
康舒,12.00,0.07,-0.01%,0053
台表科,4.00,0.07,-0.01%,0053
致新,2.00,0.07,-0.01%,0053
尼得科超眾,2.00,0.06,-0.01%,0053
台郡,4.00,0.06,0.00%,0053
同欣電,3.00,0.06,-0.01%,0053
瀚宇博,6.00,0.06,-0.01%,0053
天鈺,1.00,0.06,-0.01%,0053
瑞鼎,1.00,0.06,0.00%,0053
智易,2.00,0.06,0.00%,0053
華擎,2.00,0.06,-0.01%,0053
晶睿,3.00,0.06,-0.01%,0053
日電貿,6.00,0.06,0.00%,0053
全新,2.00,0.06,-0.02%,0053
神腦,10.00,0.06,-0.01%,0053
興勤,2.00,0.06,-0.01%,0053
友通,4.00,0.06,0.00%,0053
凌陽,10.00,0.05,0.00%,0053
超豐,5.00,0.05,-0.01%,0053
廣宇,7.00,0.05,0.00%,0053
敬鵬,7.00,0.05,-0.01%,0053
全漢,5.00,0.05,-0.01%,0053
強茂,5.00,0.05,0.00%,0053
瑞軒,13.00,0.05,-0.01%,0053
宏達電,6.00,0.05,0.00%,0053
嘉彰,7.00,0.05,0.00%,0053
飛捷,3.00,0.05,0.00%,0053
聯茂,4.00,0.05,0.00%,0053
樺漢,1.00,0.05,0.00%,0053
瑞祺電通,2.00,0.05,-0.01%,0053
矽創,1.00,0.05,-0.01%,0053
勤誠,1.00,0.05,0.00%,0053
力智,1.00,0.04,-0.01%,0053
華東,14.00,0.04,-0.01%,0053
振樺電,1.00,0.04,0.00%,0053
南茂,6.00,0.04,-0.01%,0053
GIS-KY,4.00,0.04,0.00%,0053
盛群,4.00,0.04,0.00%,0053
亞翔,1.00,0.04,0.00%,0053
嘉聯益,12.00,0.04,0.00%,0053
正文,6.00,0.04,-0.01%,0053
富采,5.00,0.04,0.00%,0053
立積,1.00,0.04,-0.01%,0053
健和興,3.00,0.04,-0.01%,0053
晶豪科,3.00,0.04,0.00%,0053
志聖,1.00,0.04,0.00%,0053
立隆電,3.00,0.04,0.00%,0053
嘉晶,4.00,0.04,0.00%,0053
禾伸堂,3.00,0.04,-0.01%,0053
台亞,6.00,0.04,0.00%,0053
順德,2.00,0.04,-0.01%,0053
敦吉,3.00,0.04,0.00%,0053
輔信,11.00,0.04,0.00%,0053
精元,3.00,0.03,-0.01%,0053
偉詮電,3.00,0.03,-0.01%,0053
鼎元,8.00,0.03,0.00%,0053
菱生,9.00,0.03,0.00%,0053
震旦行,2.00,0.03,0.00%,0053
精金,15.00,0.03,0.00%,0053
傳奇,2.00,0.03,-0.01%,0053
敦泰,2.00,0.03,0.00%,0053
帆宣,1.00,0.03,0.00%,0053
威鋒電子,1.00,0.03,-0.01%,0053
惠特,1.00,0.03,0.00%,0053
嘉基,1.00,0.03,0.00%,0053
尖點,4.00,0.03,0.00%,0053
志超,5.00,0.03,-0.01%,0053
昇陽半導體,1.00,0.02,-0.01%,0053
中磊,1.00,0.02,0.00%,0053
宏齊,5.00,0.02,-0.01%,0053
松翰,2.00,0.02,-0.01%,0053
聯合再生,10.00,0.02,-0.01%,0053
德律,1.00,0.02,-0.01%,0053
華立,1.00,0.02,0.00%,0053
凱美,2.00,0.02,-0.01%,0053
美律,1.00,0.02,0.00%,0053
鉅祥,1.00,0.02,0.00%,0053
大毅,2.00,0.02,-0.01%,0053
敦陽科,1.00,0.02,0.00%,0053
飛宏,1.00,0.01,0.00%,0053
正崴,1.00,0.01,0.00%,0053
仲琦,2.00,0.01,0.00%,0053
藍天,1.00,0.01,0.00%,0053
矽統,1.00,0.01,0.00%,0053
燿華,2.00,0.01,0.00%,0053
光罩,1.00,0.01,0.00%,0053
華晶科,2.00,0.01,0.00%,0053
建漢,2.00,0.01,0.00%,0053
明泰,2.00,0.01,0.00%,0053
益登,2.00,0.01,0.00%,0053
合勤控,1.00,0.01,0.00%,0053
揚明光,1.00,0.01,0.00%,0053
界霖,1.00,0.01,0.00%,0053
致伸,1.00,0.01,-0.01%,0053
鎰勝,1.00,0.01,0.00%,0053
關貿,1.00,0.01,0.00%,0053
豐藝,1.00,0.01,-0.01%,0053
宏正,1.00,0.01,0.00%,0053
全國電,1.00,0.01,-0.01%,0053
台虹,1.00,0.01,0.00%,0053
達方,1.00,0.01,0.00%,0053
福懋科,2.00,0.01,0.00%,0053
至上,1.00,0.01,0.00%,0053
富邦金,"3,075.00",13.59,+0.14%,0055
國泰金,"3,576.00",11.99,+0.48%,0055
中信金,"5,884.00",10.28,+0.48%,0055
兆豐金,"4,449.00",8.51,+0.04%,0055
玉山金,"5,392.00",7.19,-0.13%,0055
元大金,"3,881.00",6.13,+0.17%,0055
第一金,"4,208.00",5.56,-0.02%,0055
合庫金,"3,995.00",4.90,-0.11%,0055
凱基金,"5,998.00",4.89,+0.10%,0055
永豐金,"4,047.00",4.53,-0.22%,0055
華南金,"3,359.00",4.16,-0.02%,0055
中租-KY,563.00,4.15,-0.31%,0055
台新金,"4,386.00",3.65,-0.25%,0055
新光金,"5,322.00",2.94,-0.17%,0055
上海商銀,"1,442.00",2.81,+0.11%,0055
彰銀,"2,310.00",1.99,-0.01%,0055
臺企銀,"2,572.00",1.94,-0.05%,0055
兆豐金,"305,753.00",3.59,0.00%,0056
華碩,"20,723.00",3.56,+0.24%,0056
聯發科,"8,433.00",3.25,+0.34%,0056
聯詠,"21,094.00",3.17,-0.05%,0056
遠東新,"273,362.00",3.03,-0.06%,0056
聯電,"209,237.00",3.01,-0.40%,0056
中信金,"280,634.00",3.01,+0.15%,0056
廣達,"32,534.00",2.95,+0.44%,0056
瑞昱,"20,495.00",2.93,+0.14%,0056
永豐金,"423,481.00",2.91,-0.35%,0056
元大金,"294,999.00",2.86,+0.09%,0056
和碩,"96,694.00",2.86,-0.03%,0056
鴻海,"43,520.00",2.75,+0.39%,0056
緯創,"80,210.00",2.66,+0.37%,0056
日月光投控,"55,856.00",2.62,+0.10%,0056
亞泥,"180,091.00",2.51,-0.03%,0056
仁寶,"225,007.00",2.41,+0.23%,0056
京元電子,"63,475.00",2.38,+0.31%,0056
光寶科,"76,738.00",2.35,+0.07%,0056
微星,"44,001.00",2.34,+0.13%,0056
正新,"166,091.00",2.30,-0.22%,0056
英業達,"165,881.00",2.25,+0.17%,0056
台光電,"17,872.00",2.24,-0.06%,0056
可成,"30,918.00",2.18,-0.19%,0056
中租-KY,"47,279.00",2.14,+0.08%,0056
大聯大,"87,963.00",1.95,+0.06%,0056
文曄,"57,772.00",1.89,+0.13%,0056
技嘉,"23,935.00",1.87,+0.19%,0056
群光,"37,668.00",1.84,+0.06%,0056
聯強,"85,920.00",1.82,0.00%,0056
南亞,"136,453.00",1.70,-0.12%,0056
華新,"188,840.00",1.67,-0.29%,0056
臻鼎-KY,"47,008.00",1.58,-0.03%,0056
健鼎,"25,493.00",1.47,-0.10%,0056
宏,"117,500.00",1.42,0.00%,0056
力成,"36,249.00",1.37,-0.19%,0056
瑞儀,"21,364.00",1.35,+0.02%,0056
聚陽,"11,366.00",1.18,-0.11%,0056
大成鋼,"111,398.00",1.08,-0.04%,0056
潤泰全,"46,500.00",1.06,-0.04%,0056
神基,"31,820.00",1.06,+0.04%,0056
東陽,"30,656.00",0.98,-0.03%,0056
中保科,"22,966.00",0.94,+0.02%,0056
啟,"24,692.00",0.90,-0.01%,0056
東和鋼鐵,"38,603.00",0.85,-0.02%,0056
京城銀,"53,472.00",0.79,-0.15%,0056
遠雄,"35,207.00",0.71,-0.04%,0056
裕融,"16,556.00",0.69,0.00%,0056
台勝科,"7,002.00",0.25,-0.07%,0056
台積電,108.00,51.46,+1.28%,0057
鴻海,55.00,5.35,+0.37%,0057
聯發科,7.00,3.94,+0.17%,0057
廣達,12.00,1.65,+0.14%,0057
台達電,9.00,1.59,+0.02%,0057
富邦金,36.00,1.51,-0.07%,0057
國泰金,42.00,1.33,-0.02%,0057
中信金,69.00,1.14,-0.01%,0057
聯電,49.00,1.10,-0.19%,0057
日月光投控,14.00,1.05,-0.01%,0057
兆豐金,52.00,0.95,-0.04%,0057
中華電,17.00,0.94,-0.07%,0057
統一,21.00,0.88,-0.01%,0057
華碩,3.00,0.82,-0.01%,0057
玉山金,63.00,0.80,-0.06%,0057
元大金,45.00,0.68,-0.02%,0057
緯創,12.00,0.62,+0.03%,0057
第一金,49.00,0.62,-0.03%,0057
聯詠,3.00,0.59,-0.04%,0057
智邦,2.00,0.56,-0.01%,0057
中鋼,52.00,0.54,-0.04%,0057
凱基金,70.00,0.54,-0.02%,0057
合庫金,46.00,0.54,-0.05%,0057
元太,4.00,0.53,0.00%,0057
永豐金,47.00,0.50,-0.06%,0057
瑞昱,2.00,0.47,-0.02%,0057
華南金,39.00,0.46,-0.03%,0057
大立光,0.00,0.46,-0.08%,0057
中租-KY,7.00,0.46,-0.06%,0057
欣興,6.00,0.45,+0.03%,0057
國巨,2.00,0.45,-0.08%,0057
光寶科,9.00,0.44,0.00%,0057
台泥,30.00,0.44,-0.05%,0057
南亞,23.00,0.44,-0.06%,0057
台灣大,8.00,0.42,-0.02%,0057
奇鋐,1.00,0.42,+0.02%,0057
力旺,0.00,0.42,+0.06%,0057
長榮,4.00,0.42,-0.02%,0057
台新金,52.00,0.41,-0.05%,0057
和碩,9.00,0.40,-0.04%,0057
和泰車,1.00,0.40,-0.06%,0057
台塑,17.00,0.37,-0.06%,0057
緯穎,0.00,0.37,+0.02%,0057
統一超,2.00,0.34,-0.02%,0057
新光金,63.00,0.33,-0.03%,0057
矽力*-KY,1.00,0.33,+0.01%,0057
遠傳,8.00,0.32,-0.02%,0057
世芯-KY,0.00,0.32,0.00%,0057
上海商銀,17.00,0.31,-0.01%,0057
藥華藥,1.00,0.30,-0.02%,0057
仁寶,18.00,0.30,0.00%,0057
研華,2.00,0.30,-0.02%,0057
可成,3.00,0.29,-0.01%,0057
台化,16.00,0.28,-0.04%,0057
旭隼,0.00,0.28,0.00%,0057
技嘉,2.00,0.27,-0.01%,0057
微星,3.00,0.26,0.00%,0057
英業達,12.00,0.25,0.00%,0057
亞德客-KY,1.00,0.25,-0.02%,0057
宏,13.00,0.24,-0.01%,0057
大聯大,7.00,0.24,-0.01%,0057
群創,33.00,0.24,-0.02%,0057
陽明,7.00,0.23,-0.02%,0057
彰銀,27.00,0.22,-0.01%,0057
臺企銀,31.00,0.22,-0.01%,0057
創意,0.00,0.22,+0.01%,0057
友達,29.00,0.22,-0.02%,0057
遠東新,13.00,0.22,-0.02%,0057
亞泥,10.00,0.22,-0.01%,0057
環球晶,1.00,0.22,-0.03%,0057
儒鴻,1.00,0.20,-0.01%,0057
長榮航,12.00,0.20,-0.01%,0057
世界,4.00,0.19,-0.01%,0057
聯強,5.00,0.18,-0.01%,0057
華新,12.00,0.17,-0.04%,0057
正新,8.00,0.17,-0.02%,0057
億豐,1.00,0.17,-0.02%,0057
寶成,10.00,0.17,0.00%,0057
潤泰新,7.00,0.15,-0.01%,0057
臻鼎-KY,3.00,0.15,-0.01%,0057
華城,1.00,0.14,-0.03%,0057
豐泰,2.00,0.14,-0.02%,0057
華邦電,15.00,0.13,-0.02%,0057
華航,12.00,0.13,0.00%,0057
萬海,3.00,0.12,-0.02%,0057
台灣高鐵,9.00,0.12,0.00%,0057
南亞科,6.00,0.11,-0.01%,0057
台積電,467.00,52.09,+1.32%,006203
鴻海,233.00,5.33,+0.32%,006203
聯發科,29.00,4.05,+0.20%,006203
廣達,52.00,1.70,+0.16%,006203
台達電,35.00,1.55,-0.03%,006203
富邦金,156.00,1.53,-0.07%,006203
國泰金,179.00,1.34,-0.02%,006203
中信金,298.00,1.16,0.00%,006203
聯電,207.00,1.08,-0.22%,006203
日月光投控,61.00,1.04,-0.03%,006203
中華電,72.00,0.95,-0.07%,006203
兆豐金,221.00,0.94,-0.06%,006203
統一,91.00,0.88,-0.02%,006203
華碩,14.00,0.86,+0.01%,006203
玉山金,266.00,0.79,-0.07%,006203
元大金,193.00,0.68,-0.02%,006203
緯創,54.00,0.65,+0.05%,006203
第一金,211.00,0.62,-0.04%,006203
聯詠,11.00,0.61,-0.04%,006203
智邦,10.00,0.58,0.00%,006203
中鋼,226.00,0.55,-0.04%,006203
凱基金,303.00,0.55,-0.02%,006203
合庫金,201.00,0.55,-0.04%,006203
元太,16.00,0.53,-0.02%,006203
大立光,2.00,0.50,-0.08%,006203
永豐金,201.00,0.50,-0.06%,006203
瑞昱,10.00,0.50,-0.01%,006203
國巨,8.00,0.48,-0.09%,006203
欣興,27.00,0.48,+0.05%,006203
力旺,1.00,0.47,+0.08%,006203
華南金,167.00,0.46,-0.03%,006203
長榮,20.00,0.45,+0.01%,006203
台泥,130.00,0.45,-0.04%,006203
南亞,97.00,0.44,-0.07%,006203
光寶科,40.00,0.44,-0.01%,006203
中租-KY,26.00,0.43,-0.06%,006203
和泰車,6.00,0.42,-0.06%,006203
台灣大,34.00,0.42,-0.03%,006203
奇鋐,6.00,0.42,+0.02%,006203
和碩,38.00,0.41,-0.03%,006203
台新金,221.00,0.41,-0.05%,006203
緯穎,2.00,0.39,+0.02%,006203
台塑,72.00,0.37,-0.07%,006203
矽力*-KY,6.00,0.34,0.00%,006203
新光金,268.00,0.33,-0.04%,006203
統一超,10.00,0.33,-0.04%,006203
遠傳,33.00,0.32,-0.02%,006203
世芯-KY,1.00,0.31,-0.01%,006203
仁寶,80.00,0.31,+0.01%,006203
技嘉,11.00,0.31,+0.01%,006203
上海商銀,71.00,0.31,-0.01%,006203
藥華藥,4.00,0.29,-0.01%,006203
研華,8.00,0.29,-0.02%,006203
可成,11.00,0.29,-0.02%,006203
台化,67.00,0.28,-0.05%,006203
旭隼,1.00,0.28,0.00%,006203
亞德客-KY,3.00,0.27,-0.01%,006203
微星,14.00,0.27,-0.01%,006203
英業達,51.00,0.25,0.00%,006203
陽明,35.00,0.25,-0.01%,006203
大聯大,31.00,0.25,0.00%,006203
群創,142.00,0.24,-0.02%,006203
宏,55.00,0.24,-0.01%,006203
遠東新,57.00,0.23,-0.01%,006203
儒鴻,4.00,0.23,-0.02%,006203
環球晶,5.00,0.23,-0.04%,006203
亞泥,44.00,0.22,-0.02%,006203
友達,122.00,0.22,-0.02%,006203
彰銀,115.00,0.22,-0.02%,006203
